Layer 1: 3 regions
Layer 2: 3 regions
Layer 3: 3 regions
Layer 4: 3 regions
Layer 5: 3 regions
Layer 6: 3 regions
Layer 7: 3 regions
Layer 8: 3 regions
Layer 9: 3 regions
Layer 10: 3 regions
Layer 11: 3 regions
Layer 12: 3 regions
Layer 13: 3 regions
Layer 14: 3 regions
Layer 15: 3 regions
Layer 16: 3 regions
Layer 17: 3 regions
Layer 18: 3 regions
Layer 19: 3 regions
Layer 20: 3 regions
Layer 21: 3 regions
Layer 22: 3 regions
Layer 23: 3 regions
Layer 24: 3 regions
Layer 25: 3 regions
Layer 26: 3 regions
Layer 27: 3 regions
Layer 28: 3 regions
Layer 29: 3 regions
Layer 30: 3 regions
Layer 31: 3 regions
Layer 32: 3 regions
[2025-06-23 05:13:45] SUCCESS: [Thread 0] [0x7f6e34fff040-0x7f6e35fae040] in pid 1714402 to node 2, Bandwidth: 0.262 GB/sec
[2025-06-23 05:13:45] SUCCESS: [Thread 1] [0x7f6e35fae040-0x7f6e36f5c040] in pid 1714402 to node 2, Bandwidth: 0.246 GB/sec
[2025-06-23 05:13:45] SUCCESS: [Thread 4] [0x7f6e38eb8040-0x7f6e39e656a6] in pid 1714402 to node 2, Bandwidth: 0.242 GB/sec
[2025-06-23 05:13:45] SUCCESS: [Thread 3] [0x7f6e37f0a040-0x7f6e38eb8040] in pid 1714402 to node 2, Bandwidth: 0.239 GB/sec
[2025-06-23 05:13:45] SUCCESS: [Thread 2] [0x7f6e36f5c040-0x7f6e37f0a040] in pid 1714402 to node 2, Bandwidth: 0.237 GB/sec
[2025-06-23 05:13:45] SUCCESS: [Thread 1] [0x7f6e2efad040-0x7f6e2ff5b040] in pid 1714402 to node 2, Bandwidth: 0.394 GB/sec
[2025-06-23 05:13:45] SUCCESS: [Thread 4] [0x7f6e31eb7040-0x7f6e32e646a6] in pid 1714402 to node 2, Bandwidth: 0.348 GB/sec
[2025-06-23 05:13:45] SUCCESS: [Thread 3] [0x7f6e30f09040-0x7f6e31eb7040] in pid 1714402 to node 2, Bandwidth: 0.336 GB/sec
[2025-06-23 05:13:45] SUCCESS: [Thread 2] [0x7f6e2ff5b040-0x7f6e30f09040] in pid 1714402 to node 2, Bandwidth: 0.334 GB/sec
[2025-06-23 05:13:45] SUCCESS: [Thread 0] [0x7f6e2dffe040-0x7f6e2efad040] in pid 1714402 to node 2, Bandwidth: 0.330 GB/sec
[2025-06-23 05:13:45] SUCCESS: [Thread 0] [0x7f6e26ffd040-0x7f6e27fac040] in pid 1714402 to node 2, Bandwidth: 0.214 GB/sec
